Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
201312,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,13817,deplaned,13817,2013,december
201312,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,15182,enplaned,15182,2013,december
201312,emirates,ek,emirates,ek,international,middle east,deplaned,other,international,a,10394,deplaned,10394,2013,december
201312,emirates,ek,emirates,ek,international,middle east,enplaned,other,international,a,10031,enplaned,10031,2013,december
201312,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,c,14299,deplaned,14299,2013,december
201312,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,c,14378,enplaned,14378,2013,december
201312,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,international,a,8631,deplaned,8631,2013,december
201312,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,international,a,8846,enplaned,8846,2013,december
201312,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,5482,deplaned,5482,2013,december
201312,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,5525,enplaned,5525,2013,december
201312,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,4291,deplaned,4291,2013,december
201312,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,4514,enplaned,4514,2013,december
201312,jetblue airways,b6,jetblue airways,b6,domestic,us,deplaned,low fare,international,a,46125,deplaned,46125,2013,december
201312,jetblue airways,b6,jetblue airways,b6,domestic,us,enplaned,low fare,international,a,47125,enplaned,47125,2013,december
201312,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,6824,deplaned,6824,2013,december
201312,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,6256,enplaned,6256,2013,december
201312,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,5947,deplaned,5947,2013,december
201312,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,6330,enplaned,6330,2013,december
201312,lan peru,lp,lan peru,lp,international,south america,deplaned,other,international,a,2334,deplaned,2334,2013,december
201312,lan peru,lp,lan peru,lp,international,south america,enplaned,other,international,a,2668,enplaned,2668,2013,december
201312,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,16132,deplaned,16132,2013,december
201312,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,16132,enplaned,16132,2013,december
201312,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,9053,deplaned,9053,2013,december
201312,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,11627,enplaned,11627,2013,december
201312,sas airlines,sk,sas airlines,sk,international,europe,deplaned,other,international,g,4371,deplaned,4371,2013,december
201312,sas airlines,sk,sas airlines,sk,international,europe,enplaned,other,international,g,4043,enplaned,4043,2013,december
201312,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,14995,deplaned,14995,2013,december
201312,singapore airlines,sq,singapore airlines,sq,international,asia,enplaned,other,international,g,15555,enplaned,15555,2013,december
201312,skywest airlines,oo,united airlines,ua,domestic,us,deplaned,other,terminal 1,b,92669,deplaned,92669,2013,december
201312,skywest airlines,oo,united airlines,ua,domestic,us,enplaned,other,terminal 1,b,92916,enplaned,92916,2013,december
201312,skywest airlines,oo,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,53430,deplaned,53430,2013,december
201312,skywest airlines,oo,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,55533,enplaned,55533,2013,december
201312,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,international,g,1950,deplaned,1950,2013,december
201312,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,terminal 1,b,1447,deplaned,1447,2013,december
201312,skywest airlines,oo,united airlines,ua,international,canada,enplaned,other,terminal 1,b,3287,enplaned,3287,2013,december
201312,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,terminal 3,f,8566,deplaned,8566,2013,december
201312,skywest airlines,oo,united airlines,ua,international,canada,enplaned,other,terminal 3,f,7897,enplaned,7897,2013,december
201312,southwest airlines,wn,southwest airlines,wn,domestic,us,deplaned,low fare,terminal 1,b,139293,deplaned,139293,2013,december
201312,southwest airlines,wn,southwest airlines,wn,domestic,us,enplaned,low fare,terminal 1,b,143448,enplaned,143448,2013,december
201312,southwest airlines,wn,southwest airlines,wn,domestic,us,thru / transit,low fare,terminal 1,b,27,thru / transit * 2,54,2013,december
201312,sun country airlines,sy,sun country airlines,sy,domestic,us,deplaned,low fare,international,a,6845,deplaned,6845,2013,december
201312,sun country airlines,sy,sun country airlines,sy,domestic,us,enplaned,low fare,international,a,7012,enplaned,7012,2013,december
201312,swiss international,lx,swiss international,lx,international,europe,deplaned,other,international,g,5953,deplaned,5953,2013,december
201312,swiss international,lx,swiss international,lx,international,europe,enplaned,other,international,g,5812,enplaned,5812,2013,december
201312,swissport usa,,swissport usa,,domestic,us,deplaned,other,international,a,214,deplaned,214,2013,december
201312,swissport usa,,swissport usa,,domestic,us,enplaned,other,international,a,216,enplaned,216,2013,december
201312,taca,ta,taca,ta,international,central america,deplaned,other,international,a,4978,deplaned,4978,2013,december
201312,taca,ta,taca,ta,international,central america,enplaned,other,international,a,5497,enplaned,5497,2013,december
201312,us airways,us,us airways,us,domestic,us,deplaned,other,terminal 1,b,72652,deplaned,72652,2013,december
201312,us airways,us,us airways,us,domestic,us,enplaned,other,terminal 1,b,70738,enplaned,70738,2013,december
201312,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,international,g,44192,deplaned,44192,2013,december
201312,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,international,g,42460,enplaned,42460,2013,december
201312,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,553433,deplaned,553433,2013,december
201312,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,556208,enplaned,556208,2013,december
201312,united airlines,ua,united airlines,ua,domestic,us,thru / transit,other,terminal 3,f,4265,thru / transit * 2,8530,2013,december
201312,united airlines,ua,united airlines,ua,international,asia,deplaned,other,international,g,62328,deplaned,62328,2013,december
201312,united airlines,ua,united airlines,ua,international,asia,enplaned,other,international,g,65576,enplaned,65576,2013,december
201312,united airlines,ua,united airlines,ua,international,australia / oceania,deplaned,other,international,g,10829,deplaned,10829,2013,december
201312,united airlines,ua,united airlines,ua,international,australia / oceania,enplaned,other,international,g,9714,enplaned,9714,2013,december
201312,united airlines,ua,united airlines,ua,international,canada,deplaned,other,terminal 3,f,10484,deplaned,10484,2013,december
201312,united airlines,ua,united airlines,ua,international,canada,enplaned,other,terminal 3,f,9620,enplaned,9620,2013,december
201312,united airlines,ua,united airlines,ua,international,europe,deplaned,other,international,g,20649,deplaned,20649,2013,december
201312,united airlines,ua,united airlines,ua,international,europe,enplaned,other,international,g,19667,enplaned,19667,2013,december
201312,united airlines,ua,united airlines,ua,international,mexico,deplaned,other,international,g,21376,deplaned,21376,2013,december
201312,united airlines,ua,united airlines,ua,international,mexico,enplaned,other,international,g,23909,enplaned,23909,2013,december
201312,virgin america,vx,virgin america,vx,domestic,us,deplaned,low fare,terminal 2,d,163240,deplaned,163240,2013,december
201312,virgin america,vx,virgin america,vx,domestic,us,enplaned,low fare,terminal 2,d,165620,enplaned,165620,2013,december
201312,virgin america,vx,virgin america,vx,international,mexico,deplaned,low fare,international,a,4561,deplaned,4561,2013,december
201312,virgin america,vx,virgin america,vx,international,mexico,enplaned,low fare,terminal 2,d,3518,enplaned,3518,2013,december
201312,virgin atlantic,vs,virgin atlantic,vs,international,europe,deplaned,other,international,a,9830,deplaned,9830,2013,december
201507,air china,ca,air china,ca,international,asia,enplaned,other,international,g,7163,enplaned,7163,2015,july
201312,virgin atlantic,vs,virgin atlantic,vs,international,europe,enplaned,other,international,a,9810,enplaned,9810,2013,december
201401,aeromexico,am,aeromexico,am,international,mexico,deplaned,other,international,a,12079,deplaned,12079,2014,january
201401,aeromexico,am,aeromexico,am,international,mexico,enplaned,other,international,a,10344,enplaned,10344,2014,january
201401,air canada,ac,air canada,ac,international,canada,deplaned,other,international,a,5668,deplaned,5668,2014,january
201401,air canada,ac,air canada,ac,international,canada,enplaned,other,international,a,5106,enplaned,5106,2014,january
201401,air canada,ac,air canada,ac,international,canada,deplaned,other,international,g,16133,deplaned,16133,2014,january
201401,air canada,ac,air canada,ac,international,canada,enplaned,other,international,g,14533,enplaned,14533,2014,january
201401,air china,ca,air china,ca,international,asia,deplaned,other,international,g,9318,deplaned,9318,2014,january
201401,air china,ca,air china,ca,international,asia,enplaned,other,international,g,8642,enplaned,8642,2014,january
201401,air france,af,air france,af,international,europe,deplaned,other,international,a,8199,deplaned,8199,2014,january
201401,air france,af,air france,af,international,europe,enplaned,other,international,a,7306,enplaned,7306,2014,january
201401,air new zealand,nz,air new zealand,nz,international,australia / oceania,deplaned,other,international,g,10015,deplaned,10015,2014,january
201401,air new zealand,nz,air new zealand,nz,international,australia / oceania,enplaned,other,international,g,10841,enplaned,10841,2014,january
201401,airtran airways,fl,airtran airways,fl,domestic,us,deplaned,low fare,terminal 1,b,3236,deplaned,3236,2014,january
201401,airtran airways,fl,airtran airways,fl,domestic,us,enplaned,low fare,terminal 1,b,3472,enplaned,3472,2014,january
201401,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,international,a,1049,deplaned,1049,2014,january
201401,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,international,a,3183,enplaned,3183,2014,january
201401,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,37358,deplaned,37358,2014,january
201401,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,33685,enplaned,33685,2014,january
201401,alaska airlines,as,alaska airlines,as,international,mexico,deplaned,other,international,a,7291,deplaned,7291,2014,january
201401,alaska airlines,as,alaska airlines,as,international,mexico,enplaned,other,terminal 1,b,6498,enplaned,6498,2014,january
201401,all nippon airways,nh,all nippon airways,nh,international,asia,deplaned,other,international,g,7165,deplaned,7165,2014,january
201401,all nippon airways,nh,all nippon airways,nh,international,asia,enplaned,other,international,g,6811,enplaned,6811,2014,january
201401,american airlines,aa,american airlines,aa,domestic,us,deplaned,other,terminal 2,d,116692,deplaned,116692,2014,january
201401,american airlines,aa,american airlines,aa,domestic,us,enplaned,other,terminal 2,d,110731,enplaned,110731,2014,january
201401,asiana airlines,oz,asiana airlines,oz,international,asia,deplaned,other,international,a,8507,deplaned,8507,2014,january
201401,asiana airlines,oz,asiana airlines,oz,international,asia,enplaned,other,international,a,7081,enplaned,7081,2014,january
201401,british airways,ba,british airways,ba,international,europe,deplaned,other,international,a,17967,deplaned,17967,2014,january
201401,british airways,ba,british airways,ba,international,europe,enplaned,other,international,a,15899,enplaned,15899,2014,january
201401,cathay pacific,cx,cathay pacific,cx,international,asia,deplaned,other,international,a,19968,deplaned,19968,2014,january
201401,cathay pacific,cx,cathay pacific,cx,international,asia,enplaned,other,international,a,16381,enplaned,16381,2014,january
201401,china airlines,ci,china airlines,ci,international,asia,deplaned,other,international,a,10878,deplaned,10878,2014,january
201401,china airlines,ci,china airlines,ci,international,asia,enplaned,other,international,a,11248,enplaned,11248,2014,january
201401,china eastern,mu,china eastern,mu,international,asia,deplaned,other,international,a,6407,deplaned,6407,2014,january
201401,china eastern,mu,china eastern,mu,international,asia,enplaned,other,international,a,4656,enplaned,4656,2014,january
201401,compass airlines,cp,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,27506,deplaned,27506,2014,january
201401,compass airlines,cp,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,25377,enplaned,25377,2014,january
201401,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,90441,deplaned,90441,2014,january
201401,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,86480,enplaned,86480,2014,january
201401,delta air lines,dl,delta air lines,dl,international,asia,deplaned,other,international,a,4417,deplaned,4417,2014,january
201401,delta air lines,dl,delta air lines,dl,international,asia,enplaned,other,international,a,3615,enplaned,3615,2014,january
201401,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,15735,deplaned,15735,2014,january
201401,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,15209,enplaned,15209,2014,january
201401,emirates,ek,emirates,ek,international,middle east,deplaned,other,international,a,10688,deplaned,10688,2014,january
201401,emirates,ek,emirates,ek,international,middle east,enplaned,other,international,a,9743,enplaned,9743,2014,january
201401,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,c,13887,deplaned,13887,2014,january
201401,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,c,13118,enplaned,13118,2014,january
201401,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,international,a,8709,deplaned,8709,2014,january
201401,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,international,a,7993,enplaned,7993,2014,january
201401,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,5143,deplaned,5143,2014,january
201401,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,5529,enplaned,5529,2014,january
201401,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,5281,deplaned,5281,2014,january
201401,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,4219,enplaned,4219,2014,january
201401,jetblue airways,b6,jetblue airways,b6,domestic,us,deplaned,low fare,international,a,38491,deplaned,38491,2014,january
201401,jetblue airways,b6,jetblue airways,b6,domestic,us,enplaned,low fare,international,a,38495,enplaned,38495,2014,january
201401,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,5776,deplaned,5776,2014,january
201401,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,5244,enplaned,5244,2014,january
201401,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,7034,deplaned,7034,2014,january
201401,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,6194,enplaned,6194,2014,january
201401,lan peru,lp,lan peru,lp,international,south america,deplaned,other,international,a,2821,deplaned,2821,2014,january
201401,lan peru,lp,lan peru,lp,international,south america,enplaned,other,international,a,2598,enplaned,2598,2014,january
201401,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,17684,deplaned,17684,2014,january
201401,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,16885,enplaned,16885,2014,january
201401,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,12161,deplaned,12161,2014,january
201401,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,11843,enplaned,11843,2014,january
201401,sas airlines,sk,sas airlines,sk,international,europe,deplaned,other,international,g,4269,deplaned,4269,2014,january
201401,sas airlines,sk,sas airlines,sk,international,europe,enplaned,other,international,g,4124,enplaned,4124,2014,january
201401,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,16020,deplaned,16020,2014,january
201401,singapore airlines,sq,singapore airlines,sq,international,asia,enplaned,other,international,g,15382,enplaned,15382,2014,january
201401,skywest airlines,oo,united airlines,ua,domestic,us,deplaned,other,terminal 1,b,93378,deplaned,93378,2014,january
201401,skywest airlines,oo,united airlines,ua,domestic,us,enplaned,other,terminal 1,b,90162,enplaned,90162,2014,january
201401,skywest airlines,oo,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,1817,deplaned,1817,2014,january
201401,skywest airlines,oo,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,1800,enplaned,1800,2014,january
201401,skywest airlines,oo,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,49461,deplaned,49461,2014,january
201401,skywest airlines,oo,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,47594,enplaned,47594,2014,january
201401,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,international,g,1178,deplaned,1178,2014,january
201401,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,terminal 1,b,1280,deplaned,1280,2014,january
201401,skywest airlines,oo,united airlines,ua,international,canada,enplaned,other,terminal 1,b,2371,enplaned,2371,2014,january
201401,skywest airlines,oo,united airlines,ua,international,canada,deplaned,other,terminal 3,f,7827,deplaned,7827,2014,january
201401,skywest airlines,oo,united airlines,ua,international,canada,enplaned,other,terminal 3,f,7090,enplaned,7090,2014,january
201401,southwest airlines,wn,southwest airlines,wn,domestic,us,deplaned,low fare,terminal 1,b,119065,deplaned,119065,2014,january
201401,southwest airlines,wn,southwest airlines,wn,domestic,us,enplaned,low fare,terminal 1,b,110911,enplaned,110911,2014,january
201401,southwest airlines,wn,southwest airlines,wn,domestic,us,thru / transit,low fare,terminal 1,b,64,thru / transit * 2,128,2014,january
201401,sun country airlines,sy,sun country airlines,sy,domestic,us,deplaned,low fare,international,a,3156,deplaned,3156,2014,january
201401,sun country airlines,sy,sun country airlines,sy,domestic,us,enplaned,low fare,international,a,2815,enplaned,2815,2014,january
201401,swiss international,lx,swiss international,lx,international,europe,enplaned,other,international,g,5501,enplaned,5501,2014,january
201401,taca,ta,taca,ta,international,central america,deplaned,other,international,a,5791,deplaned,5791,2014,january
201401,taca,ta,taca,ta,international,central america,enplaned,other,international,a,5517,enplaned,5517,2014,january
201401,us airways,us,us airways,us,domestic,us,deplaned,other,terminal 1,b,64876,deplaned,64876,2014,january
201401,us airways,us,us airways,us,domestic,us,enplaned,other,terminal 1,b,63054,enplaned,63054,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,international,g,36911,deplaned,36911,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,international,g,35155,enplaned,35155,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 3,e,19100,deplaned,19100,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 3,e,18600,enplaned,18600,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,deplaned,other,terminal 3,f,482915,deplaned,482915,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,enplaned,other,terminal 3,f,473688,enplaned,473688,2014,january
201401,united airlines,ua,united airlines,ua,domestic,us,thru / transit,other,terminal 3,f,5447,thru / transit * 2,10894,2014,january
201401,united airlines,ua,united airlines,ua,international,asia,deplaned,other,international,g,65540,deplaned,65540,2014,january
201401,united airlines,ua,united airlines,ua,international,asia,enplaned,other,international,g,59075,enplaned,59075,2014,january
201401,united airlines,ua,united airlines,ua,international,australia / oceania,deplaned,other,international,g,8808,deplaned,8808,2014,january
201401,united airlines,ua,united airlines,ua,international,australia / oceania,enplaned,other,international,g,10593,enplaned,10593,2014,january
201401,united airlines,ua,united airlines,ua,international,canada,deplaned,other,terminal 3,f,11778,deplaned,11778,2014,january
201401,united airlines,ua,united airlines,ua,international,canada,enplaned,other,terminal 3,f,10335,enplaned,10335,2014,january
201401,united airlines,ua,united airlines,ua,international,europe,deplaned,other,international,g,20155,deplaned,20155,2014,january
201401,united airlines,ua,united airlines,ua,international,europe,enplaned,other,international,g,18453,enplaned,18453,2014,january
201401,united airlines,ua,united airlines,ua,international,mexico,deplaned,other,international,g,20135,deplaned,20135,2014,january
201401,united airlines,ua,united airlines,ua,international,mexico,enplaned,other,international,g,18152,enplaned,18152,2014,january
201401,virgin america,vx,virgin america,vx,domestic,us,deplaned,low fare,terminal 2,d,140506,deplaned,140506,2014,january
201401,virgin america,vx,virgin america,vx,domestic,us,enplaned,low fare,terminal 2,d,134426,enplaned,134426,2014,january
201401,virgin america,vx,virgin america,vx,international,mexico,deplaned,low fare,international,a,3839,deplaned,3839,2014,january
201401,virgin america,vx,virgin america,vx,international,mexico,enplaned,low fare,terminal 2,d,3000,enplaned,3000,2014,january
201401,virgin atlantic,vs,virgin atlantic,vs,international,europe,deplaned,other,international,a,9793,deplaned,9793,2014,january
201401,virgin atlantic,vs,virgin atlantic,vs,international,europe,enplaned,other,international,a,9055,enplaned,9055,2014,january
201402,aeromexico,am,aeromexico,am,international,mexico,deplaned,other,international,a,7786,deplaned,7786,2014,february
201402,aeromexico,am,aeromexico,am,international,mexico,enplaned,other,international,a,7854,enplaned,7854,2014,february
201402,air canada,ac,air canada,ac,international,canada,deplaned,other,international,a,5109,deplaned,5109,2014,february
201402,air canada,ac,air canada,ac,international,canada,enplaned,other,international,a,4915,enplaned,4915,2014,february
201402,air canada,ac,air canada,ac,international,canada,deplaned,other,international,g,15326,deplaned,15326,2014,february
201402,air canada,ac,air canada,ac,international,canada,enplaned,other,international,g,14742,enplaned,14742,2014,february
201402,air china,ca,air china,ca,international,asia,deplaned,other,international,g,7196,deplaned,7196,2014,february
201402,air china,ca,air china,ca,international,asia,enplaned,other,international,g,7861,enplaned,7861,2014,february
201402,air france,af,air france,af,international,europe,deplaned,other,international,a,6999,deplaned,6999,2014,february
201402,air france,af,air france,af,international,europe,enplaned,other,international,a,6764,enplaned,6764,2014,february
201402,air new zealand,nz,air new zealand,nz,international,australia / oceania,deplaned,other,international,g,8505,deplaned,8505,2014,february
201402,air new zealand,nz,air new zealand,nz,international,australia / oceania,enplaned,other,international,g,9284,enplaned,9284,2014,february
201402,airtran airways,fl,airtran airways,fl,domestic,us,deplaned,low fare,terminal 1,b,2691,deplaned,2691,2014,february
201402,airtran airways,fl,airtran airways,fl,domestic,us,enplaned,low fare,terminal 1,b,2825,enplaned,2825,2014,february
201402,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,international,a,2019,deplaned,2019,2014,february
201402,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,international,a,4389,enplaned,4389,2014,february
201402,alaska airlines,as,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,33009,deplaned,33009,2014,february
201402,alaska airlines,as,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,30502,enplaned,30502,2014,february
201402,alaska airlines,as,alaska airlines,as,international,mexico,deplaned,other,international,a,5636,deplaned,5636,2014,february
201402,alaska airlines,as,alaska airlines,as,international,mexico,enplaned,other,terminal 1,b,5881,enplaned,5881,2014,february
201402,all nippon airways,nh,all nippon airways,nh,international,asia,deplaned,other,international,g,5726,deplaned,5726,2014,february
201402,all nippon airways,nh,all nippon airways,nh,international,asia,enplaned,other,international,g,5519,enplaned,5519,2014,february
201402,american airlines,aa,american airlines,aa,domestic,us,deplaned,other,terminal 2,d,103145,deplaned,103145,2014,february
201402,american airlines,aa,american airlines,aa,domestic,us,enplaned,other,terminal 2,d,101874,enplaned,101874,2014,february
201402,asiana airlines,oz,asiana airlines,oz,international,asia,deplaned,other,international,a,6143,deplaned,6143,2014,february
201402,asiana airlines,oz,asiana airlines,oz,international,asia,enplaned,other,international,a,6485,enplaned,6485,2014,february
201402,british airways,ba,british airways,ba,international,europe,deplaned,other,international,a,15494,deplaned,15494,2014,february
201402,british airways,ba,british airways,ba,international,europe,enplaned,other,international,a,14354,enplaned,14354,2014,february
201402,cathay pacific,cx,cathay pacific,cx,international,asia,deplaned,other,international,a,15398,deplaned,15398,2014,february
201402,cathay pacific,cx,cathay pacific,cx,international,asia,enplaned,other,international,a,15901,enplaned,15901,2014,february
201402,china airlines,ci,china airlines,ci,international,asia,deplaned,other,international,a,8923,deplaned,8923,2014,february
201402,china airlines,ci,china airlines,ci,international,asia,enplaned,other,international,a,9245,enplaned,9245,2014,february
201402,china eastern,mu,china eastern,mu,international,asia,deplaned,other,international,a,4970,deplaned,4970,2014,february
201402,china eastern,mu,china eastern,mu,international,asia,enplaned,other,international,a,4774,enplaned,4774,2014,february
201402,compass airlines,cp,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,25550,deplaned,25550,2014,february
201402,compass airlines,cp,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,25888,enplaned,25888,2014,february
201402,delta air lines,dl,delta air lines,dl,domestic,us,deplaned,other,terminal 1,c,84511,deplaned,84511,2014,february
201402,delta air lines,dl,delta air lines,dl,domestic,us,enplaned,other,terminal 1,c,81168,enplaned,81168,2014,february
201402,delta air lines,dl,delta air lines,dl,international,asia,deplaned,other,international,a,3770,deplaned,3770,2014,february
201402,delta air lines,dl,delta air lines,dl,international,asia,enplaned,other,international,a,3620,enplaned,3620,2014,february
201402,eva airways,br,eva airways,br,international,asia,deplaned,other,international,g,12967,deplaned,12967,2014,february
201402,eva airways,br,eva airways,br,international,asia,enplaned,other,international,g,12687,enplaned,12687,2014,february
201402,emirates,ek,emirates,ek,international,middle east,deplaned,other,international,a,9573,deplaned,9573,2014,february
201402,emirates,ek,emirates,ek,international,middle east,enplaned,other,international,a,8886,enplaned,8886,2014,february
201402,frontier airlines,f9,frontier airlines,f9,domestic,us,deplaned,low fare,terminal 1,c,13283,deplaned,13283,2014,february
201402,frontier airlines,f9,frontier airlines,f9,domestic,us,enplaned,low fare,terminal 1,c,12829,enplaned,12829,2014,february
201402,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,deplaned,other,international,a,7418,deplaned,7418,2014,february
201402,hawaiian airlines,ha,hawaiian airlines,ha,domestic,us,enplaned,other,international,a,7204,enplaned,7204,2014,february
201402,horizon air,qx,alaska airlines,as,domestic,us,deplaned,other,terminal 1,b,4365,deplaned,4365,2014,february
201402,horizon air,qx,alaska airlines,as,domestic,us,enplaned,other,terminal 1,b,4569,enplaned,4569,2014,february
201402,japan airlines,jl,japan airlines,jl,international,asia,deplaned,other,international,a,4045,deplaned,4045,2014,february
201402,japan airlines,jl,japan airlines,jl,international,asia,enplaned,other,international,a,3689,enplaned,3689,2014,february
201402,jetblue airways,b6,jetblue airways,b6,domestic,us,deplaned,low fare,international,a,35500,deplaned,35500,2014,february
201402,jetblue airways,b6,jetblue airways,b6,domestic,us,enplaned,low fare,international,a,36066,enplaned,36066,2014,february
201402,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,deplaned,other,international,a,5289,deplaned,5289,2014,february
201402,klm royal dutch airlines,kl,klm royal dutch airlines,kl,international,europe,enplaned,other,international,a,4695,enplaned,4695,2014,february
201402,korean air lines,ke,korean air lines,ke,international,asia,deplaned,other,international,a,5543,deplaned,5543,2014,february
201402,korean air lines,ke,korean air lines,ke,international,asia,enplaned,other,international,a,5446,enplaned,5446,2014,february
201402,lan peru,lp,lan peru,lp,international,south america,deplaned,other,international,a,2152,deplaned,2152,2014,february
201402,lan peru,lp,lan peru,lp,international,south america,enplaned,other,international,a,2612,enplaned,2612,2014,february
201402,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,deplaned,other,international,g,14536,deplaned,14536,2014,february
201402,lufthansa german airlines,lh,lufthansa german airlines,lh,international,europe,enplaned,other,international,g,14006,enplaned,14006,2014,february
201402,philippine airlines,pr,philippine airlines,pr,international,asia,deplaned,other,international,a,11051,deplaned,11051,2014,february
201402,philippine airlines,pr,philippine airlines,pr,international,asia,enplaned,other,international,a,8778,enplaned,8778,2014,february
201402,republic airlines,rw,republic airlines,rw,domestic,us,deplaned,other,terminal 1,b,47,deplaned,47,2014,february
201402,republic airlines,rw,republic airlines,rw,domestic,us,enplaned,other,terminal 1,b,52,enplaned,52,2014,february
201402,sas airlines,sk,sas airlines,sk,international,europe,deplaned,other,international,g,4253,deplaned,4253,2014,february
201402,sas airlines,sk,sas airlines,sk,international,europe,enplaned,other,international,g,3507,enplaned,3507,2014,february
201402,singapore airlines,sq,singapore airlines,sq,international,asia,deplaned,other,international,g,11941,deplaned,11941,2014,february
